"Markettype","Trdwnt","Cwretmdos"
"21","2020-46","-0.002863"
"31","2020-46","-0.002849"
"53","2020-46","-0.002775"
"63","2020-46","-0.002761"
"20","2020-46","-0.005335"
"33","2020-46","-0.000942"
"69","2020-46","-0.001587"
"79","2020-46","-0.001574"
"85","2020-46","-0.002872"
"95","2020-46","-0.002857"
"101","2020-46","-0.001508"
"111","2020-46","-0.001495"
"117","2020-46","-0.002784"
"127","2020-46","-0.002770"
"10","2020-47","0.021804"
"5","2020-47","0.020340"
"15","2020-47","0.020343"
"37","2020-47","0.019917"
"47","2020-47","0.019921"
"21","2020-47","0.016863"
"31","2020-47","0.016872"
"53","2020-47","0.016536"
"63","2020-47","0.016546"
"20","2020-47","0.009723"
"33","2020-47","0.021389"
"69","2020-47","0.020331"
"79","2020-47","0.020334"
"85","2020-47","0.016857"
"95","2020-47","0.016866"
"101","2020-47","0.019909"
"111","2020-47","0.019913"
"117","2020-47","0.016530"
"127","2020-47","0.016540"
"10","2020-48","-0.001324"
"5","2020-48","0.003400"
"15","2020-48","0.003390"
"37","2020-48","0.003005"
"47","2020-48","0.002995"
"21","2020-48","0.000426"
"31","2020-48","0.000423"
"53","2020-48","0.000116"
"63","2020-48","0.000114"
"20","2020-48","-0.013787"
"33","2020-48","0.009887"
"69","2020-48","0.003400"
"79","2020-48","0.003390"
"85","2020-48","0.000428"
"95","2020-48","0.000424"
"101","2020-48","0.003005"
"111","2020-48","0.002996"
"117","2020-48","0.000118"
"127","2020-48","0.000115"
"10","2020-49","0.003015"
"5","2020-49","0.011854"
"15","2020-49","0.011835"
"37","2020-49","0.012084"
"47","2020-49","0.012064"
"21","2020-49","0.013626"
"31","2020-49","0.013605"
"53","2020-49","0.013806"
"63","2020-49","0.013786"
"20","2020-49","0.019564"
"33","2020-49","0.009854"
"69","2020-49","0.011856"
"79","2020-49","0.011837"
"85","2020-49","0.013627"
"95","2020-49","0.013607"
"101","2020-49","0.012086"
"111","2020-49","0.012067"
"117","2020-49","0.013808"
"127","2020-49","0.013787"
"10","2020-50","-0.017168"
"5","2020-50","-0.032570"
"15","2020-50","-0.032537"
"37","2020-50","-0.032084"
"47","2020-50","-0.032053"
"21","2020-50","-0.031905"
"31","2020-50","-0.031877"
"53","2020-50","-0.031482"
"63","2020-50","-0.031455"
"20","2020-50","-0.036171"
"33","2020-50","-0.028230"
"69","2020-50","-0.032571"
"79","2020-50","-0.032538"
"85","2020-50","-0.031907"
"95","2020-50","-0.031878"
"101","2020-50","-0.032086"
"111","2020-50","-0.032054"
"117","2020-50","-0.031483"
"127","2020-50","-0.031456"
"10","2020-51","0.016792"
"5","2020-51","0.015323"
"15","2020-51","0.015326"
"37","2020-51","0.015078"
"47","2020-51","0.015082"
"21","2020-51","0.015261"
"31","2020-51","0.015264"
"53","2020-51","0.015044"
"63","2020-51","0.015047"
"20","2020-51","0.015284"
"33","2020-51","0.014879"
"69","2020-51","0.015336"
"79","2020-51","0.015339"
"85","2020-51","0.015273"
"95","2020-51","0.015276"
"101","2020-51","0.015091"
"111","2020-51","0.015095"
"117","2020-51","0.015056"
"127","2020-51","0.015059"
"10","2020-52","0.000991"
"5","2020-52","0.002290"
"15","2020-52","0.002287"
"37","2020-52","0.002205"
"47","2020-52","0.002202"
"21","2020-52","0.002490"
"31","2020-52","0.002487"
"53","2020-52","0.002411"
"63","2020-52","0.002408"
"20","2020-52","0.005279"
"33","2020-52","0.000443"
"69","2020-52","0.002315"
"79","2020-52","0.002312"
"85","2020-52","0.002512"
"95","2020-52","0.002509"
"101","2020-52","0.002229"
"111","2020-52","0.002227"
"117","2020-52","0.002432"
"127","2020-52","0.002430"
"10","2020-53","0.019142"
"5","2020-53","0.022778"
"15","2020-53","0.022771"
"37","2020-53","0.022899"
"47","2020-53","0.022891"
"21","2020-53","0.022844"
"31","2020-53","0.022837"
"53","2020-53","0.022951"
"63","2020-53","0.022944"
"20","2020-53","0.023494"
"33","2020-53","0.022577"
"69","2020-53","0.022767"
"79","2020-53","0.022759"
"85","2020-53","0.022834"
"95","2020-53","0.022827"
"101","2020-53","0.022888"
"111","2020-53","0.022880"
"117","2020-53","0.022941"
"127","2020-53","0.022934"
"10","2021-02","0.018355"
"5","2021-02","0.032353"
"15","2021-02","0.032323"
"37","2021-02","0.031476"
"47","2021-02","0.031448"
"21","2021-02","0.031252"
"31","2021-02","0.031227"
"53","2021-02","0.030486"
"63","2021-02","0.030463"
"20","2021-02","0.035338"
"33","2021-02","0.027140"
"69","2021-02","0.032328"
"79","2021-02","0.032298"
"85","2021-02","0.031230"
"95","2021-02","0.031205"
"101","2021-02","0.031451"
"111","2021-02","0.031424"
"117","2021-02","0.030465"
"127","2021-02","0.030442"
"10","2021-03","-0.004779"
"5","2021-03","-0.008995"
"15","2021-03","-0.008986"
"37","2021-03","-0.008370"
"47","2021-03","-0.008362"
"21","2021-03","-0.009971"
"31","2021-03","-0.009961"
"53","2021-03","-0.009398"
"63","2021-03","-0.009389"
"20","2021-03","-0.019734"
"33","2021-03","-0.002215"
"69","2021-03","-0.008996"
"79","2021-03","-0.008987"
"85","2021-03","-0.009971"
"95","2021-03","-0.009961"
"101","2021-03","-0.008371"
"111","2021-03","-0.008363"
"117","2021-03","-0.009398"
"127","2021-03","-0.009390"
"10","2021-04","0.003972"
"5","2021-04","0.013342"
"15","2021-04","0.013322"
"37","2021-04","0.013994"
"47","2021-04","0.013974"
"21","2021-04","0.018629"
"31","2021-04","0.018601"
"53","2021-04","0.019131"
"63","2021-04","0.019103"
"20","2021-04","0.034255"
"33","2021-04","0.008776"
"69","2021-04","0.013400"
"79","2021-04","0.013380"
"85","2021-04","0.018678"
"95","2021-04","0.018650"
"101","2021-04","0.014051"
"111","2021-04","0.014030"
"117","2021-04","0.019179"
"127","2021-04","0.019151"
"10","2021-05","-0.024806"
"5","2021-05","-0.036234"
"15","2021-05","-0.036210"
"37","2021-05","-0.036514"
"47","2021-05","-0.036490"
"21","2021-05","-0.039639"
"31","2021-05","-0.039612"
"53","2021-05","-0.039833"
"63","2021-05","-0.039806"
"20","2021-05","-0.048679"
"33","2021-05","-0.033647"
"69","2021-05","-0.036200"
"79","2021-05","-0.036176"
"85","2021-05","-0.039608"
"95","2021-05","-0.039580"
"101","2021-05","-0.036480"
"111","2021-05","-0.036457"
"117","2021-05","-0.039802"
"127","2021-05","-0.039774"
"10","2021-06","-0.014846"
"5","2021-06","0.005548"
"15","2021-06","0.005505"
"21","2021-06","0.003772"
"31","2021-06","0.003737"
"37","2021-06","0.004751"
"47","2021-06","0.004710"
"53","2021-06","0.003089"
"63","2021-06","0.003056"
"20","2021-06","-0.000817"
"33","2021-06","0.005780"
"69","2021-06","0.005510"
"79","2021-06","0.005467"
"85","2021-06","0.003739"
"95","2021-06","0.003704"
"101","2021-06","0.004714"
"111","2021-06","0.004673"
"117","2021-06","0.003057"
"127","2021-06","0.003024"
"10","2021-07","0.039978"
"5","2021-07","0.047859"
"15","2021-07","0.047843"
"21","2021-07","0.048864"
"31","2021-07","0.048848"
"37","2021-07","0.047912"
"47","2021-07","0.047895"
"53","2021-07","0.048896"
"63","2021-07","0.048879"
"20","2021-07","0.054550"
"33","2021-07","0.045018"
"69","2021-07","0.047840"
"79","2021-07","0.047823"
"85","2021-07","0.048846"
"95","2021-07","0.048830"
"101","2021-07","0.047892"
"111","2021-07","0.047876"
"117","2021-07","0.048878"
"127","2021-07","0.048862"
"10","2021-08","0.015415"
"5","2021-08","0.012179"
"15","2021-08","0.012186"
"21","2021-08","0.010085"
"31","2021-08","0.010095"
"37","2021-08","0.011897"
"47","2021-08","0.011904"
"53","2021-08","0.009866"
"63","2021-08","0.009876"
"20","2021-08","0.006381"
"33","2021-08","0.012269"
"69","2021-08","0.012178"
"79","2021-08","0.012184"
"85","2021-08","0.010085"
"95","2021-08","0.010095"
"101","2021-08","0.011896"
"111","2021-08","0.011903"
"117","2021-08","0.009866"
"127","2021-08","0.009876"
"10","2021-09","-0.027680"
"5","2021-09","-0.054430"
"15","2021-09","-0.054375"
"21","2021-09","-0.056521"
"31","2021-09","-0.056469"
"37","2021-09","-0.054521"
"47","2021-09","-0.054467"
"53","2021-09","-0.056570"
"63","2021-09","-0.056518"
"20","2021-09","-0.065777"
"33","2021-09","-0.050263"
"69","2021-09","-0.054412"
"79","2021-09","-0.054357"
"85","2021-09","-0.056504"
"95","2021-09","-0.056452"
"101","2021-09","-0.054503"
"111","2021-09","-0.054450"
"117","2021-09","-0.056553"
"127","2021-09","-0.056501"
"10","2021-10","0.007339"
"5","2021-10","-0.000258"
"15","2021-10","-0.000242"
"21","2021-10","-0.000103"
"31","2021-10","-0.000089"
"37","2021-10","-0.000220"
"47","2021-10","-0.000205"
"53","2021-10","-0.000072"
"63","2021-10","-0.000058"
"20","2021-10","0.001834"
"33","2021-10","-0.001354"
"69","2021-10","-0.000211"
"79","2021-10","-0.000195"
"85","2021-10","-0.000061"
"95","2021-10","-0.000047"
"101","2021-10","-0.000174"
"111","2021-10","-0.000159"
"117","2021-10","-0.000030"
"127","2021-10","-0.000017"
"10","2021-11","0.002606"
"5","2021-11","-0.017882"
"15","2021-11","-0.017838"
"21","2021-11","-0.020778"
"31","2021-11","-0.020734"
"37","2021-11","-0.018514"
"47","2021-11","-0.018471"
"53","2021-11","-0.021298"
"63","2021-11","-0.021253"
"20","2021-11","-0.033847"
"33","2021-11","-0.012835"
"69","2021-11","-0.017881"
"79","2021-11","-0.017838"
"85","2021-11","-0.020776"
"95","2021-11","-0.020732"
"101","2021-11","-0.018514"
"111","2021-11","-0.018470"
"117","2021-11","-0.021296"
"127","2021-11","-0.021251"
"10","2021-12","-0.008239"
"5","2021-12","-0.013031"
"15","2021-12","-0.013020"
"21","2021-12","-0.013262"
"31","2021-12","-0.013252"
"37","2021-12","-0.013127"
"47","2021-12","-0.013117"
"53","2021-12","-0.013345"
"63","2021-12","-0.013336"
"20","2021-12","-0.011682"
"33","2021-12","-0.014444"
"69","2021-12","-0.013006"
"79","2021-12","-0.012996"
"85","2021-12","-0.013240"
"95","2021-12","-0.013230"
"101","2021-12","-0.013103"
"111","2021-12","-0.013093"
"117","2021-12","-0.013323"
"127","2021-12","-0.013314"
"10","2021-13","0.004043"
"5","2021-13","0.003743"
"15","2021-13","0.003744"
"21","2021-13","0.005243"
"31","2021-13","0.005241"
"37","2021-13","0.004019"
"47","2021-13","0.004019"
"53","2021-13","0.005467"
"63","2021-13","0.005464"
"20","2021-13","0.008650"
"33","2021-13","0.003359"
"69","2021-13","0.003732"
"79","2021-13","0.003732"
"85","2021-13","0.005232"
"95","2021-13","0.005229"
"101","2021-13","0.004007"
"111","2021-13","0.004008"
"117","2021-13","0.005455"
"127","2021-13","0.005453"
"10","2021-14","0.017511"
"5","2021-14","0.020217"
"15","2021-14","0.020211"
"21","2021-14","0.020278"
"31","2021-14","0.020272"
"37","2021-14","0.020310"
"47","2021-14","0.020304"
"53","2021-14","0.020360"
"63","2021-14","0.020355"
"20","2021-14","0.020162"
"33","2021-14","0.020492"
"69","2021-14","0.020208"
"79","2021-14","0.020203"
"85","2021-14","0.020270"
"95","2021-14","0.020265"
"101","2021-14","0.020301"
"111","2021-14","0.020295"
"117","2021-14","0.020353"
"127","2021-14","0.020347"
"10","2021-15","0.002468"
"5","2021-15","-0.011522"
"15","2021-15","-0.011491"
"21","2021-15","-0.011503"
"31","2021-15","-0.011475"
"37","2021-15","-0.011650"
"47","2021-15","-0.011620"
"53","2021-15","-0.011618"
"63","2021-15","-0.011591"
"20","2021-15","-0.013629"
"33","2021-15","-0.010277"
"69","2021-15","-0.011482"
"79","2021-15","-0.011452"
"85","2021-15","-0.011467"
"95","2021-15","-0.011440"
"101","2021-15","-0.011611"
"111","2021-15","-0.011581"
"117","2021-15","-0.011583"
"127","2021-15","-0.011556"
"10","2021-16","0.005171"
"5","2021-16","-0.006645"
"15","2021-16","-0.006619"
"21","2021-16","-0.006084"
"31","2021-16","-0.006062"
"37","2021-16","-0.006438"
"47","2021-16","-0.006413"
"53","2021-16","-0.005908"
"63","2021-16","-0.005886"
"20","2021-16","-0.005417"
"33","2021-16","-0.006234"
"69","2021-16","-0.006668"
"79","2021-16","-0.006642"
"85","2021-16","-0.006105"
"95","2021-16","-0.006083"
"101","2021-16","-0.006460"
"111","2021-16","-0.006435"
"117","2021-16","-0.005928"
"127","2021-16","-0.005907"
"10","2021-17","0.008564"
"5","2021-17","0.018294"
"15","2021-17","0.018272"
"21","2021-17","0.021625"
"31","2021-17","0.021599"
"37","2021-17","0.018736"
"47","2021-17","0.018714"
"53","2021-17","0.021965"
"63","2021-17","0.021938"
"20","2021-17","0.033983"
"33","2021-17","0.013957"
"69","2021-17","0.018304"
"79","2021-17","0.018282"
"85","2021-17","0.021631"
"95","2021-17","0.021605"
"101","2021-17","0.018745"
"111","2021-17","0.018723"
"117","2021-17","0.021971"
"127","2021-17","0.021945"
"10","2021-18","-0.006473"
"5","2021-18","-0.005974"
"15","2021-18","-0.005975"
"21","2021-18","-0.004234"
"31","2021-18","-0.004238"
"37","2021-18","-0.005614"
"47","2021-18","-0.005616"
"53","2021-18","-0.003943"
"63","2021-18","-0.003948"
"20","2021-18","0.000320"
"33","2021-18","-0.006838"
"69","2021-18","-0.005972"
"79","2021-18","-0.005973"
"85","2021-18","-0.004233"
"95","2021-18","-0.004237"
"101","2021-18","-0.005612"
"111","2021-18","-0.005614"
"117","2021-18","-0.003942"
"127","2021-18","-0.003947"
"10","2021-19","-0.005872"
"5","2021-19","-0.009613"
"15","2021-19","-0.009605"
"21","2021-19","-0.013067"
"31","2021-19","-0.013054"
"37","2021-19","-0.010420"
"47","2021-19","-0.010410"
"53","2021-19","-0.013724"
"63","2021-19","-0.013710"
"20","2021-19","-0.023747"
"33","2021-19","-0.006860"
"69","2021-19","-0.009623"
"79","2021-19","-0.009614"
"85","2021-19","-0.013073"
"95","2021-19","-0.013060"
"101","2021-19","-0.010428"
"111","2021-19","-0.010418"
"117","2021-19","-0.013730"
"127","2021-19","-0.013715"
"10","2021-20","0.011796"
"5","2021-20","0.019399"
"15","2021-20","0.019383"
"21","2021-20","0.021909"
"31","2021-20","0.021890"
"37","2021-20","0.019679"
"47","2021-20","0.019662"
"53","2021-20","0.022116"
"63","2021-20","0.022096"
"20","2021-20","0.023571"
"33","2021-20","0.021135"
"69","2021-20","0.019376"
"79","2021-20","0.019360"
"85","2021-20","0.021887"
"95","2021-20","0.021867"
"101","2021-20","0.019656"
"111","2021-20","0.019639"
"117","2021-20","0.022094"
"127","2021-20","0.022074"
"10","2021-21","0.020433"
"5","2021-21","0.001792"
"15","2021-21","0.001832"
"21","2021-21","0.003247"
"31","2021-21","0.003280"
"37","2021-21","0.002162"
"47","2021-21","0.002200"
"53","2021-21","0.003551"
"63","2021-21","0.003583"
"20","2021-21","0.009184"
"33","2021-21","-0.000245"
"69","2021-21","0.001799"
"79","2021-21","0.001839"
"85","2021-21","0.003253"
"95","2021-21","0.003285"
"101","2021-21","0.002169"
"111","2021-21","0.002207"
"117","2021-21","0.003557"
"127","2021-21","0.003588"
"10","2021-22","0.011995"
"5","2021-22","0.031047"
"15","2021-22","0.031006"
"21","2021-22","0.031924"
"31","2021-22","0.031887"
"37","2021-22","0.031356"
"47","2021-22","0.031316"
"53","2021-22","0.032184"
"63","2021-22","0.032147"
"20","2021-22","0.030533"
"33","2021-22","0.033306"
"69","2021-22","0.031039"
"79","2021-22","0.030999"
"85","2021-22","0.031917"
"95","2021-22","0.031879"
"101","2021-22","0.031349"
"111","2021-22","0.031308"
"117","2021-22","0.032177"
"127","2021-22","0.032139"
"10","2021-23","0.016613"
"5","2021-23","0.000958"
"15","2021-23","0.000991"
"21","2021-23","0.001918"
"31","2021-23","0.001945"
"37","2021-23","0.001611"
"47","2021-23","0.001641"
"53","2021-23","0.002481"
"63","2021-23","0.002506"
"20","2021-23","0.006189"
"33","2021-23","-0.000030"
"69","2021-23","0.000978"
"79","2021-23","0.001010"
"85","2021-23","0.001934"
"95","2021-23","0.001961"
"101","2021-23","0.001629"
"111","2021-23","0.001659"
"117","2021-23","0.002497"
"127","2021-23","0.002522"
"10","2021-24","0.036488"
"5","2021-24","-0.004962"
"15","2021-24","-0.004875"
"21","2021-24","-0.001679"
"31","2021-24","-0.001608"
"37","2021-24","-0.004605"
"47","2021-24","-0.004521"
"53","2021-24","-0.001425"
"63","2021-24","-0.001355"
"20","2021-24","-0.002000"
"33","2021-24","-0.001032"
"69","2021-24","-0.004882"
"79","2021-24","-0.004795"
"85","2021-24","-0.001610"
"95","2021-24","-0.001539"
"101","2021-24","-0.004527"
"111","2021-24","-0.004442"
"117","2021-24","-0.001357"
"127","2021-24","-0.001288"
"10","2021-25","0.027780"
"5","2021-25","-0.016925"
"15","2021-25","-0.016832"
"21","2021-25","-0.015037"
"31","2021-25","-0.014958"
"37","2021-25","-0.015802"
"47","2021-25","-0.015713"
"53","2021-25","-0.014083"
"63","2021-25","-0.014008"
"20","2021-25","-0.011591"
"33","2021-25","-0.015799"
"69","2021-25","-0.016910"
"79","2021-25","-0.016816"
"85","2021-25","-0.015025"
"95","2021-25","-0.014946"
"101","2021-25","-0.015788"
"111","2021-25","-0.015698"
"117","2021-25","-0.014072"
"127","2021-25","-0.013996"
"10","2021-26","0.020996"
"5","2021-26","0.025486"
"15","2021-26","0.025477"
"21","2021-26","0.025855"
"31","2021-26","0.025846"
"37","2021-26","0.025613"
"47","2021-26","0.025603"
"53","2021-26","0.025958"
"63","2021-26","0.025949"
"20","2021-26","0.027302"
"33","2021-26","0.025029"
"69","2021-26","0.025508"
"79","2021-26","0.025499"
"85","2021-26","0.025874"
"95","2021-26","0.025865"
"101","2021-26","0.025634"
"111","2021-26","0.025625"
"117","2021-26","0.025977"
"127","2021-26","0.025968"
"10","2021-27","0.013361"
"5","2021-27","-0.024911"
"15","2021-27","-0.024830"
"21","2021-27","-0.021893"
"31","2021-27","-0.021828"
"37","2021-27","-0.024095"
"47","2021-27","-0.024018"
"53","2021-27","-0.021239"
"63","2021-27","-0.021176"
"20","2021-27","-0.018227"
"33","2021-27","-0.023325"
"69","2021-27","-0.024890"
"79","2021-27","-0.024809"
"85","2021-27","-0.021877"
"95","2021-27","-0.021811"
"101","2021-27","-0.024075"
"111","2021-27","-0.023997"
"117","2021-27","-0.021223"
"127","2021-27","-0.021160"
"10","2021-28","0.029598"
"5","2021-28","0.005922"
"15","2021-28","0.005973"
"21","2021-28","0.009200"
"31","2021-28","0.009239"
"37","2021-28","0.006283"
"47","2021-28","0.006333"
"53","2021-28","0.009445"
"63","2021-28","0.009483"
"20","2021-28","0.018755"
"33","2021-28","0.002958"
"69","2021-28","0.005988"
"79","2021-28","0.006039"
"85","2021-28","0.009255"
"95","2021-28","0.009294"
"101","2021-28","0.006347"
"111","2021-28","0.006396"
"117","2021-28","0.009499"
"127","2021-28","0.009536"
"10","2021-29","0.018293"
"5","2021-29","0.009785"
"15","2021-29","0.009804"
"21","2021-29","0.008910"
"31","2021-29","0.008928"
"37","2021-29","0.008961"
"47","2021-29","0.008981"
"53","2021-29","0.008210"
"63","2021-29","0.008229"
"20","2021-29","0.009222"
"33","2021-29","0.007493"
"69","2021-29","0.009825"
"79","2021-29","0.009844"
"85","2021-29","0.008946"
"95","2021-29","0.008964"
"101","2021-29","0.009001"
"111","2021-29","0.009021"
"117","2021-29","0.008245"
"127","2021-29","0.008264"
"10","2021-30","-0.001291"
"5","2021-30","0.002430"
"15","2021-30","0.002422"
"21","2021-30","0.004694"
"31","2021-30","0.004682"
"37","2021-30","0.003178"
"47","2021-30","0.003169"
"53","2021-30","0.005296"
"63","2021-30","0.005284"
"20","2021-30","0.007907"
"33","2021-30","0.003444"
"69","2021-30","0.002405"
"79","2021-30","0.002397"
"85","2021-30","0.004670"
"95","2021-30","0.004658"
"101","2021-30","0.003153"
"111","2021-30","0.003144"
"117","2021-30","0.005272"
"127","2021-30","0.005260"
"10","2021-31","-0.018418"
"5","2021-31","-0.046498"
"15","2021-31","-0.046437"
"21","2021-31","-0.040868"
"31","2021-31","-0.040825"
"37","2021-31","-0.044463"
"47","2021-31","-0.044408"
"53","2021-31","-0.039234"
"63","2021-31","-0.039195"
"20","2021-31","-0.034604"
"33","2021-31","-0.042528"
"69","2021-31","-0.046488"
"79","2021-31","-0.046426"
"85","2021-31","-0.040864"
"95","2021-31","-0.040821"
"101","2021-31","-0.044455"
"111","2021-31","-0.044400"
"117","2021-31","-0.039231"
"127","2021-31","-0.039192"
"10","2021-32","0.020286"
"5","2021-32","0.022483"
"15","2021-32","0.022479"
"21","2021-32","0.021763"
"31","2021-32","0.021760"
"37","2021-32","0.022151"
"47","2021-32","0.022147"
"53","2021-32","0.021494"
"63","2021-32","0.021492"
"20","2021-32","0.025025"
"33","2021-32","0.018956"
"69","2021-32","0.022462"
"79","2021-32","0.022457"
"85","2021-32","0.021745"
"95","2021-32","0.021743"
"101","2021-32","0.022131"
"111","2021-32","0.022127"
"117","2021-32","0.021477"
"127","2021-32","0.021475"
"10","2021-33","0.015106"
"5","2021-33","0.022854"
"15","2021-33","0.022837"
"21","2021-33","0.017632"
"31","2021-33","0.017628"
"37","2021-33","0.021788"
"47","2021-33","0.021774"
"53","2021-33","0.016849"
"63","2021-33","0.016845"
"20","2021-33","0.016245"
"33","2021-33","0.017285"
"69","2021-33","0.022887"
"79","2021-33","0.022870"
"85","2021-33","0.017665"
"95","2021-33","0.017660"
"101","2021-33","0.021821"
"111","2021-33","0.021806"
"117","2021-33","0.016881"
"127","2021-33","0.016878"
"10","2021-34","-0.014620"
"5","2021-34","-0.025616"
"15","2021-34","-0.025592"
"21","2021-34","-0.027407"
"31","2021-34","-0.027382"
"37","2021-34","-0.025679"
"47","2021-34","-0.025656"
"53","2021-34","-0.027413"
"63","2021-34","-0.027389"
"20","2021-34","-0.030431"
"33","2021-34","-0.025227"
"69","2021-34","-0.025613"
"79","2021-34","-0.025589"
"85","2021-34","-0.027402"
"95","2021-34","-0.027378"
"101","2021-34","-0.025677"
"111","2021-34","-0.025653"
"117","2021-34","-0.027409"
"127","2021-34","-0.027385"
"10","2021-35","0.009329"
"5","2021-35","0.026924"
"15","2021-35","0.026885"
"21","2021-35","0.025688"
"31","2021-35","0.025656"
"37","2021-35","0.026262"
"47","2021-35","0.026226"
"53","2021-35","0.025144"
"63","2021-35","0.025114"
"20","2021-35","0.020028"
"33","2021-35","0.028829"
"69","2021-35","0.026836"
"79","2021-35","0.026797"
"85","2021-35","0.025613"
"95","2021-35","0.025581"
"101","2021-35","0.026178"
"111","2021-35","0.026142"
"117","2021-35","0.025071"
"127","2021-35","0.025042"
"10","2021-36","0.012321"
"5","2021-36","0.014472"
"15","2021-36","0.014467"
"21","2021-36","0.008595"
"31","2021-36","0.008602"
"37","2021-36","0.012556"
"47","2021-36","0.012556"
"53","2021-36","0.007082"
"63","2021-36","0.007092"
"20","2021-36","-0.009287"
"33","2021-36","0.018751"
"69","2021-36","0.014648"
"79","2021-36","0.014643"
"85","2021-36","0.008754"
"95","2021-36","0.008760"
"101","2021-36","0.012729"
"111","2021-36","0.012728"
"117","2021-36","0.007239"
"127","2021-36","0.007248"
"10","2021-37","0.030007"
"5","2021-37","0.037939"
"15","2021-37","0.037922"
"21","2021-37","0.037161"
"31","2021-37","0.037148"
"37","2021-37","0.037105"
"47","2021-37","0.037090"
"53","2021-37","0.036449"
"63","2021-37","0.036438"
"20","2021-37","0.039123"
"33","2021-37","0.034595"
"69","2021-37","0.038149"
"79","2021-37","0.038132"
"85","2021-37","0.037346"
"95","2021-37","0.037333"
"101","2021-37","0.037310"
"111","2021-37","0.037295"
"117","2021-37","0.036631"
"127","2021-37","0.036619"
"10","2021-38","-0.025258"
"5","2021-38","-0.023838"
"15","2021-38","-0.023841"
"21","2021-38","-0.022643"
"31","2021-38","-0.022648"
"37","2021-38","-0.024753"
"47","2021-38","-0.024754"
"53","2021-38","-0.023478"
"63","2021-38","-0.023482"
"20","2021-38","-0.024488"
"33","2021-38","-0.022774"
"69","2021-38","-0.023871"
"79","2021-38","-0.023874"
"85","2021-38","-0.022674"
"95","2021-38","-0.022678"
"101","2021-38","-0.024783"
"111","2021-38","-0.024784"
"117","2021-38","-0.023507"
"127","2021-38","-0.023510"
"10","2021-39","-0.003143"
"5","2021-39","-0.002765"
"15","2021-39","-0.002766"
"21","2021-39","-0.002710"
"31","2021-39","-0.002711"
"37","2021-39","-0.002479"
"47","2021-39","-0.002480"
"53","2021-39","-0.002460"
"63","2021-39","-0.002461"
"20","2021-39","-0.004960"
"33","2021-39","-0.000719"
"69","2021-39","-0.002661"
"79","2021-39","-0.002662"
"85","2021-39","-0.002619"
"95","2021-39","-0.002620"
"101","2021-39","-0.002378"
"111","2021-39","-0.002380"
"117","2021-39","-0.002372"
"127","2021-39","-0.002373"
"10","2021-40","0.002709"
"5","2021-40","-0.014583"
"15","2021-40","-0.014546"
"21","2021-40","-0.013886"
"31","2021-40","-0.013855"
"37","2021-40","-0.014513"
"47","2021-40","-0.014478"
"53","2021-40","-0.013844"
"63","2021-40","-0.013814"
"20","2021-40","-0.015873"
"33","2021-40","-0.012433"
"69","2021-40","-0.014558"
"79","2021-40","-0.014521"
"85","2021-40","-0.013866"
"95","2021-40","-0.013835"
"101","2021-40","-0.014490"
"111","2021-40","-0.014454"
"117","2021-40","-0.013824"
"127","2021-40","-0.013794"
"10","2021-41","0.009885"
"5","2021-41","0.009000"
"15","2021-41","0.009002"
"21","2021-41","0.008336"
"31","2021-41","0.008339"
"37","2021-41","0.008534"
"47","2021-41","0.008537"
"53","2021-41","0.007945"
"63","2021-41","0.007949"
"20","2021-41","0.008922"
"33","2021-41","0.007268"
"69","2021-41","0.008933"
"79","2021-41","0.008935"
"85","2021-41","0.008279"
"95","2021-41","0.008282"
"101","2021-41","0.008470"
"111","2021-41","0.008473"
"117","2021-41","0.007890"
"127","2021-41","0.007893"
"10","2021-42","-0.010108"
"5","2021-42","-0.006042"
"15","2021-42","-0.006051"
"21","2021-42","-0.005156"
"31","2021-42","-0.005165"
"37","2021-42","-0.005669"
"47","2021-42","-0.005678"
"53","2021-42","-0.004851"
"63","2021-42","-0.004861"
"20","2021-42","-0.005877"
"33","2021-42","-0.004138"
"69","2021-42","-0.006040"
"79","2021-42","-0.006048"
"85","2021-42","-0.005155"
"95","2021-42","-0.005164"
"101","2021-42","-0.005667"
"111","2021-42","-0.005676"
"117","2021-42","-0.004851"
"127","2021-42","-0.004860"
"10","2021-43","0.001952"
"5","2021-43","0.003711"
"15","2021-43","0.003707"
"21","2021-43","0.004052"
"31","2021-43","0.004048"
"37","2021-43","0.003659"
"47","2021-43","0.003656"
"53","2021-43","0.003998"
"63","2021-43","0.003994"
"20","2021-43","0.006307"
"33","2021-43","0.002396"
"69","2021-43","0.003770"
"79","2021-43","0.003766"
"85","2021-43","0.004103"
"95","2021-43","0.004099"
"101","2021-43","0.003717"
"111","2021-43","0.003713"
"117","2021-43","0.004048"
"127","2021-43","0.004044"
"10","2021-44","-0.017782"
"5","2021-44","-0.012310"
"15","2021-44","-0.012322"
"21","2021-44","-0.009040"
"31","2021-44","-0.009056"
"37","2021-44","-0.011400"
"47","2021-44","-0.011413"
"53","2021-44","-0.008332"
"63","2021-44","-0.008349"
"20","2021-44","-0.004955"
"33","2021-44","-0.010702"
"69","2021-44","-0.012403"
"79","2021-44","-0.012415"
"85","2021-44","-0.009126"
"95","2021-44","-0.009142"
"101","2021-44","-0.011492"
"111","2021-44","-0.011505"
"117","2021-44","-0.008416"
"127","2021-44","-0.008433"
"10","2021-45","-0.008401"
"5","2021-45","-0.012968"
"15","2021-45","-0.012958"
"21","2021-45","-0.009499"
