"Markettype","Trdwnt","Cwretmdos"
"5","2004-20","-0.019070"
"10","2004-20","-0.036437"
"15","2004-20","-0.020145"
"21","2004-20","-0.019070"
"31","2004-20","-0.020145"
"37","2004-20","-0.019070"
"47","2004-20","-0.020145"
"53","2004-20","-0.019070"
"63","2004-20","-0.020145"
"69","2004-20","-0.019070"
"79","2004-20","-0.020145"
"85","2004-20","-0.019070"
"95","2004-20","-0.020145"
"101","2004-20","-0.019070"
"111","2004-20","-0.020145"
"117","2004-20","-0.019070"
"127","2004-20","-0.020145"
"33","2004-20","-0.020463"
"20","2004-20","-0.016649"
"5","2004-21","0.003219"
"10","2004-21","0.019225"
"15","2004-21","0.004193"
"21","2004-21","0.003219"
"31","2004-21","0.004193"
"37","2004-21","0.003219"
"47","2004-21","0.004193"
"53","2004-21","0.003219"
"63","2004-21","0.004193"
"69","2004-21","0.003219"
"79","2004-21","0.004193"
"85","2004-21","0.003219"
"95","2004-21","0.004193"
"101","2004-21","0.003219"
"111","2004-21","0.004193"
"117","2004-21","0.003219"
"127","2004-21","0.004193"
"33","2004-21","0.001093"
"20","2004-21","0.006902"
"5","2004-22","-0.011098"
"10","2004-22","0.018787"
"15","2004-22","-0.009265"
"21","2004-22","-0.011098"
"31","2004-22","-0.009265"
"37","2004-22","-0.011098"
"47","2004-22","-0.009265"
"53","2004-22","-0.011098"
"63","2004-22","-0.009265"
"69","2004-22","-0.011098"
"79","2004-22","-0.009265"
"85","2004-22","-0.011098"
"95","2004-22","-0.009265"
"101","2004-22","-0.011098"
"111","2004-22","-0.009265"
"117","2004-22","-0.011098"
"127","2004-22","-0.009265"
"33","2004-22","-0.011755"
"20","2004-22","-0.009958"
"5","2004-23","-0.001865"
"10","2004-23","0.003220"
"15","2004-23","-0.001545"
"21","2004-23","-0.001865"
"31","2004-23","-0.001545"
"37","2004-23","-0.001865"
"47","2004-23","-0.001545"
"53","2004-23","-0.001865"
"63","2004-23","-0.001545"
"69","2004-23","-0.001865"
"79","2004-23","-0.001545"
"85","2004-23","-0.001865"
"95","2004-23","-0.001545"
"101","2004-23","-0.001865"
"111","2004-23","-0.001545"
"117","2004-23","-0.001865"
"127","2004-23","-0.001545"
"33","2004-23","-0.002906"
"20","2004-23","-0.000057"
"5","2004-24","-0.049319"
"10","2004-24","-0.046368"
"15","2004-24","-0.049137"
"21","2004-24","-0.049319"
"31","2004-24","-0.049137"
"37","2004-24","-0.049319"
"47","2004-24","-0.049137"
"53","2004-24","-0.049319"
"63","2004-24","-0.049137"
"69","2004-24","-0.049319"
"79","2004-24","-0.049137"
"85","2004-24","-0.049319"
"95","2004-24","-0.049137"
"101","2004-24","-0.049319"
"111","2004-24","-0.049137"
"117","2004-24","-0.049319"
"127","2004-24","-0.049137"
"33","2004-24","-0.047305"
"20","2004-24","-0.052815"
"5","2004-25","-0.032028"
"10","2004-25","-0.093348"
"15","2004-25","-0.035804"
"21","2004-25","-0.032028"
"31","2004-25","-0.035804"
"37","2004-25","-0.032028"
"47","2004-25","-0.035804"
"53","2004-25","-0.032028"
"63","2004-25","-0.035804"
"69","2004-25","-0.032028"
"79","2004-25","-0.035804"
"85","2004-25","-0.032028"
"95","2004-25","-0.035804"
"101","2004-25","-0.032028"
"111","2004-25","-0.035804"
"117","2004-25","-0.032028"
"127","2004-25","-0.035804"
"33","2004-25","-0.032206"
"20","2004-25","-0.031716"
"5","2004-26","-0.018187"
"10","2004-26","0.040799"
"15","2004-26","-0.014781"
"21","2004-26","-0.018187"
"31","2004-26","-0.014781"
"37","2004-26","-0.018187"
"47","2004-26","-0.014781"
"53","2004-26","-0.018187"
"63","2004-26","-0.014781"
"69","2004-26","-0.018187"
"79","2004-26","-0.014781"
"85","2004-26","-0.018187"
"95","2004-26","-0.014781"
"101","2004-26","-0.018187"
"111","2004-26","-0.014781"
"117","2004-26","-0.018187"
"127","2004-26","-0.014781"
"33","2004-26","-0.018323"
"20","2004-26","-0.017948"
"5","2004-27","0.017725"
"10","2004-27","0.045242"
"15","2004-27","0.019389"
"21","2004-27","0.017725"
"31","2004-27","0.019389"
"37","2004-27","0.017725"
"47","2004-27","0.019389"
"53","2004-27","0.017725"
"63","2004-27","0.019389"
"69","2004-27","0.017725"
"79","2004-27","0.019389"
"85","2004-27","0.017725"
"95","2004-27","0.019389"
"101","2004-27","0.017725"
"111","2004-27","0.019389"
"117","2004-27","0.017725"
"127","2004-27","0.019389"
"33","2004-27","0.019778"
"20","2004-27","0.014170"
"5","2004-28","-0.008118"
"10","2004-28","-0.008246"
"15","2004-28","-0.008126"
"21","2004-28","-0.008118"
"31","2004-28","-0.008126"
"37","2004-28","-0.008118"
"47","2004-28","-0.008126"
"53","2004-28","-0.008118"
"63","2004-28","-0.008126"
"69","2004-28","-0.008118"
"79","2004-28","-0.008126"
"85","2004-28","-0.008118"
"95","2004-28","-0.008126"
"101","2004-28","-0.008118"
"111","2004-28","-0.008126"
"117","2004-28","-0.008118"
"127","2004-28","-0.008126"
"33","2004-28","-0.007526"
"20","2004-28","-0.009149"
"5","2004-29","0.013336"
"10","2004-29","0.021557"
"15","2004-29","0.013838"
"21","2004-29","0.013336"
"31","2004-29","0.013838"
"37","2004-29","0.013336"
"47","2004-29","0.013838"
"53","2004-29","0.013336"
"63","2004-29","0.013838"
"69","2004-29","0.013336"
"79","2004-29","0.013838"
"85","2004-29","0.013336"
"95","2004-29","0.013838"
"101","2004-29","0.013336"
"111","2004-29","0.013838"
"117","2004-29","0.013336"
"127","2004-29","0.013838"
"33","2004-29","0.012764"
"20","2004-29","0.014347"
"5","2004-30","-0.025378"
"10","2004-30","-0.020699"
"15","2004-30","-0.025092"
"21","2004-30","-0.025378"
"31","2004-30","-0.025092"
"37","2004-30","-0.025378"
"47","2004-30","-0.025092"
"53","2004-30","-0.025378"
"63","2004-30","-0.025092"
"69","2004-30","-0.025378"
"79","2004-30","-0.025092"
"85","2004-30","-0.025378"
"95","2004-30","-0.025092"
"101","2004-30","-0.025378"
"111","2004-30","-0.025092"
"117","2004-30","-0.025378"
"127","2004-30","-0.025092"
"33","2004-30","-0.026195"
"20","2004-30","-0.023937"
"5","2004-31","-0.014557"
"10","2004-31","0.002565"
"15","2004-31","-0.013516"
"21","2004-31","-0.014557"
"31","2004-31","-0.013516"
"37","2004-31","-0.014557"
"47","2004-31","-0.013516"
"53","2004-31","-0.014557"
"63","2004-31","-0.013516"
"69","2004-31","-0.014557"
"79","2004-31","-0.013516"
"85","2004-31","-0.014557"
"95","2004-31","-0.013516"
"101","2004-31","-0.014557"
"111","2004-31","-0.013516"
"117","2004-31","-0.014557"
"127","2004-31","-0.013516"
"33","2004-31","-0.013681"
"20","2004-31","-0.016091"
"5","2004-32","-0.001055"
"10","2004-32","0.002870"
"15","2004-32","-0.000813"
"21","2004-32","-0.001055"
"31","2004-32","-0.000813"
"37","2004-32","-0.001055"
"47","2004-32","-0.000813"
"53","2004-32","-0.001055"
"63","2004-32","-0.000813"
"69","2004-32","-0.001055"
"79","2004-32","-0.000813"
"85","2004-32","-0.001055"
"95","2004-32","-0.000813"
"101","2004-32","-0.001055"
"111","2004-32","-0.000813"
"117","2004-32","-0.001055"
"127","2004-32","-0.000813"
"33","2004-32","0.000894"
"20","2004-32","-0.004477"
"5","2004-33","-0.018834"
"10","2004-33","-0.029958"
"15","2004-33","-0.019525"
"21","2004-33","-0.018834"
"31","2004-33","-0.019525"
"37","2004-33","-0.018834"
"47","2004-33","-0.019525"
"53","2004-33","-0.018834"
"63","2004-33","-0.019525"
"69","2004-33","-0.018834"
"79","2004-33","-0.019525"
"85","2004-33","-0.018834"
"95","2004-33","-0.019525"
"101","2004-33","-0.018834"
"111","2004-33","-0.019525"
"117","2004-33","-0.018834"
"127","2004-33","-0.019525"
"33","2004-33","-0.017886"
"20","2004-33","-0.020509"
"5","2004-34","-0.027765"
"10","2004-34","-0.064203"
"15","2004-34","-0.030002"
"21","2004-34","-0.027765"
"31","2004-34","-0.030002"
"37","2004-34","-0.027765"
"47","2004-34","-0.030002"
"53","2004-34","-0.027765"
"63","2004-34","-0.030002"
"69","2004-34","-0.027765"
"79","2004-34","-0.030002"
"85","2004-34","-0.027765"
"95","2004-34","-0.030002"
"101","2004-34","-0.027765"
"111","2004-34","-0.030002"
"117","2004-34","-0.027765"
"127","2004-34","-0.030002"
"33","2004-34","-0.026844"
"20","2004-34","-0.029397"
"5","2004-35","-0.016245"
"10","2004-35","0.000897"
"15","2004-35","-0.015231"
"21","2004-35","-0.016245"
"31","2004-35","-0.015231"
"37","2004-35","-0.016245"
"47","2004-35","-0.015231"
"53","2004-35","-0.016245"
"63","2004-35","-0.015231"
"69","2004-35","-0.016245"
"79","2004-35","-0.015231"
"85","2004-35","-0.016245"
"95","2004-35","-0.015231"
"101","2004-35","-0.016245"
"111","2004-35","-0.015231"
"117","2004-35","-0.016245"
"127","2004-35","-0.015231"
"33","2004-35","-0.015779"
"20","2004-35","-0.017072"
"5","2004-36","0.011785"
"10","2004-36","0.019115"
"15","2004-36","0.012225"
"21","2004-36","0.011785"
"31","2004-36","0.012225"
"37","2004-36","0.011785"
"47","2004-36","0.012225"
"53","2004-36","0.011785"
"63","2004-36","0.012225"
"69","2004-36","0.011785"
"79","2004-36","0.012225"
"85","2004-36","0.011785"
"95","2004-36","0.012225"
"101","2004-36","0.011785"
"111","2004-36","0.012225"
"117","2004-36","0.011785"
"127","2004-36","0.012225"
"33","2004-36","0.008657"
"20","2004-36","0.017355"
"5","2004-37","-0.026108"
"10","2004-37","-0.014446"
"15","2004-37","-0.025405"
"21","2004-37","-0.026108"
"31","2004-37","-0.025405"
"37","2004-37","-0.026108"
"47","2004-37","-0.025405"
"53","2004-37","-0.026108"
"63","2004-37","-0.025405"
"69","2004-37","-0.026108"
"79","2004-37","-0.025405"
"85","2004-37","-0.026108"
"95","2004-37","-0.025405"
"101","2004-37","-0.026108"
"111","2004-37","-0.025405"
"117","2004-37","-0.026108"
"127","2004-37","-0.025405"
"33","2004-37","-0.026669"
"20","2004-37","-0.025121"
"5","2004-38","0.100761"
"10","2004-38","0.101720"
"15","2004-38","0.100820"
"21","2004-38","0.100761"
"31","2004-38","0.100820"
"37","2004-38","0.100761"
"47","2004-38","0.100820"
"53","2004-38","0.100761"
"63","2004-38","0.100820"
"69","2004-38","0.100761"
"79","2004-38","0.100820"
"85","2004-38","0.100761"
"95","2004-38","0.100820"
"101","2004-38","0.100761"
"111","2004-38","0.100820"
"117","2004-38","0.100761"
"127","2004-38","0.100820"
"33","2004-38","0.100717"
"20","2004-38","0.100838"
"5","2004-39","0.019221"
"10","2004-39","0.018938"
"15","2004-39","0.019204"
"21","2004-39","0.019221"
"31","2004-39","0.019204"
"37","2004-39","0.019221"
"47","2004-39","0.019204"
"53","2004-39","0.019221"
"63","2004-39","0.019204"
"69","2004-39","0.019221"
"79","2004-39","0.019204"
"85","2004-39","0.019221"
"95","2004-39","0.019204"
"101","2004-39","0.019221"
"111","2004-39","0.019204"
"117","2004-39","0.019221"
"127","2004-39","0.019204"
"33","2004-39","0.017861"
"20","2004-39","0.021605"
"5","2004-40","-0.028809"
"10","2004-40","-0.018703"
"15","2004-40","-0.028195"
"21","2004-40","-0.028809"
"31","2004-40","-0.028195"
"37","2004-40","-0.028809"
"47","2004-40","-0.028195"
"53","2004-40","-0.028809"
"63","2004-40","-0.028195"
"69","2004-40","-0.028809"
"79","2004-40","-0.028195"
"85","2004-40","-0.028809"
"95","2004-40","-0.028195"
"101","2004-40","-0.028809"
"111","2004-40","-0.028195"
"117","2004-40","-0.028809"
"127","2004-40","-0.028195"
"33","2004-40","-0.030584"
"20","2004-40","-0.025706"
"5","2004-41","0.025248"
"10","2004-41","0.028848"
"15","2004-41","0.025470"
"21","2004-41","0.025248"
"31","2004-41","0.025470"
"37","2004-41","0.025248"
"47","2004-41","0.025470"
"53","2004-41","0.025248"
"63","2004-41","0.025470"
"69","2004-41","0.025248"
"79","2004-41","0.025470"
"85","2004-41","0.025248"
"95","2004-41","0.025470"
"101","2004-41","0.025248"
"111","2004-41","0.025470"
"117","2004-41","0.025248"
"127","2004-41","0.025470"
"33","2004-41","0.023004"
"20","2004-41","0.029145"
"5","2004-42","-0.065806"
"10","2004-42","-0.082362"
"15","2004-42","-0.066825"
"21","2004-42","-0.065806"
"31","2004-42","-0.066825"
"37","2004-42","-0.065806"
"47","2004-42","-0.066825"
"53","2004-42","-0.065806"
"63","2004-42","-0.066825"
"69","2004-42","-0.065806"
"79","2004-42","-0.066825"
"85","2004-42","-0.065806"
"95","2004-42","-0.066825"
"101","2004-42","-0.065806"
"111","2004-42","-0.066825"
"117","2004-42","-0.065806"
"127","2004-42","-0.066825"
"33","2004-42","-0.064191"
"20","2004-42","-0.068600"
"5","2004-43","-0.006031"
"10","2004-43","0.011663"
"15","2004-43","-0.004960"
"21","2004-43","-0.006031"
"31","2004-43","-0.004960"
"37","2004-43","-0.006031"
"47","2004-43","-0.004960"
"53","2004-43","-0.006031"
"63","2004-43","-0.004960"
"69","2004-43","-0.006031"
"79","2004-43","-0.004960"
"85","2004-43","-0.006031"
"95","2004-43","-0.004960"
"101","2004-43","-0.006031"
"111","2004-43","-0.004960"
"117","2004-43","-0.006031"
"127","2004-43","-0.004960"
"33","2004-43","-0.004248"
"20","2004-43","-0.009124"
"5","2004-44","-0.007092"
"10","2004-44","-0.029067"
"15","2004-44","-0.008451"
"21","2004-44","-0.007092"
"31","2004-44","-0.008451"
"37","2004-44","-0.007092"
"47","2004-44","-0.008451"
"53","2004-44","-0.007092"
"63","2004-44","-0.008451"
"69","2004-44","-0.007092"
"79","2004-44","-0.008451"
"85","2004-44","-0.007092"
"95","2004-44","-0.008451"
"101","2004-44","-0.007092"
"111","2004-44","-0.008451"
"117","2004-44","-0.007092"
"127","2004-44","-0.008451"
"33","2004-44","-0.006209"
"20","2004-44","-0.008630"
"5","2004-45","-0.015054"
"10","2004-45","-0.027891"
"15","2004-45","-0.015833"
"21","2004-45","-0.015054"
"31","2004-45","-0.015833"
"37","2004-45","-0.015054"
"47","2004-45","-0.015833"
"53","2004-45","-0.015054"
"63","2004-45","-0.015833"
"69","2004-45","-0.015054"
"79","2004-45","-0.015833"
"85","2004-45","-0.015054"
"95","2004-45","-0.015833"
"101","2004-45","-0.015054"
"111","2004-45","-0.015833"
"117","2004-45","-0.015054"
"127","2004-45","-0.015833"
"33","2004-45","-0.012130"
"20","2004-45","-0.020166"
"5","2004-46","0.041917"
"10","2004-46","0.046651"
"15","2004-46","0.042200"
"21","2004-46","0.041917"
"31","2004-46","0.042200"
"37","2004-46","0.041917"
"47","2004-46","0.042200"
"53","2004-46","0.041917"
"63","2004-46","0.042200"
"69","2004-46","0.041917"
"79","2004-46","0.042200"
"85","2004-46","0.041917"
"95","2004-46","0.042200"
"101","2004-46","0.041917"
"111","2004-46","0.042200"
"117","2004-46","0.041917"
"127","2004-46","0.042200"
"33","2004-46","0.042199"
"20","2004-46","0.041418"
"5","2004-47","0.021178"
"10","2004-47","0.013595"
"15","2004-47","0.020722"
"21","2004-47","0.021178"
"31","2004-47","0.020722"
"37","2004-47","0.021178"
"47","2004-47","0.020722"
"53","2004-47","0.021178"
"63","2004-47","0.020722"
"69","2004-47","0.021178"
"79","2004-47","0.020722"
"85","2004-47","0.021178"
"95","2004-47","0.020722"
"101","2004-47","0.021178"
"111","2004-47","0.020722"
"117","2004-47","0.021178"
"127","2004-47","0.020722"
"33","2004-47","0.019784"
"20","2004-47","0.023638"
"5","2004-48","-0.012800"
"10","2004-48","-0.005027"
"15","2004-48","-0.012337"
"21","2004-48","-0.012800"
"31","2004-48","-0.012337"
"37","2004-48","-0.012800"
"47","2004-48","-0.012337"
"53","2004-48","-0.012800"
"63","2004-48","-0.012337"
"69","2004-48","-0.012800"
"79","2004-48","-0.012337"
"85","2004-48","-0.012800"
"95","2004-48","-0.012337"
"101","2004-48","-0.012800"
"111","2004-48","-0.012337"
"117","2004-48","-0.012800"
"127","2004-48","-0.012337"
"33","2004-48","-0.013754"
"20","2004-48","-0.011113"
"5","2004-49","-0.007441"
"10","2004-49","-0.008970"
"15","2004-49","-0.007532"
"21","2004-49","-0.007441"
"31","2004-49","-0.007532"
"37","2004-49","-0.007441"
"47","2004-49","-0.007532"
"53","2004-49","-0.007441"
"63","2004-49","-0.007532"
"69","2004-49","-0.007441"
"79","2004-49","-0.007532"
"85","2004-49","-0.007441"
"95","2004-49","-0.007532"
"101","2004-49","-0.007441"
"111","2004-49","-0.007532"
"117","2004-49","-0.007441"
"127","2004-49","-0.007532"
"33","2004-49","-0.007407"
"20","2004-49","-0.007500"
"5","2004-50","-0.023837"
"10","2004-50","-0.007222"
"15","2004-50","-0.022842"
"21","2004-50","-0.023837"
"31","2004-50","-0.022842"
"37","2004-50","-0.023837"
"47","2004-50","-0.022842"
"53","2004-50","-0.023837"
"63","2004-50","-0.022842"
"69","2004-50","-0.023837"
"79","2004-50","-0.022842"
"85","2004-50","-0.023837"
"95","2004-50","-0.022842"
"101","2004-50","-0.023837"
"111","2004-50","-0.022842"
"117","2004-50","-0.023837"
"127","2004-50","-0.022842"
"33","2004-50","-0.020967"
"20","2004-50","-0.028907"
"5","2004-51","-0.025741"
"10","2004-51","-0.026993"
"15","2004-51","-0.025817"
"21","2004-51","-0.025741"
"31","2004-51","-0.025817"
"37","2004-51","-0.025741"
"47","2004-51","-0.025817"
"53","2004-51","-0.025741"
"63","2004-51","-0.025817"
"69","2004-51","-0.025741"
"79","2004-51","-0.025817"
"85","2004-51","-0.025741"
"95","2004-51","-0.025817"
"101","2004-51","-0.025741"
"111","2004-51","-0.025817"
"117","2004-51","-0.025741"
"127","2004-51","-0.025817"
"33","2004-51","-0.025249"
"20","2004-51","-0.026615"
"5","2004-52","-0.002137"
"10","2004-52","0.006038"
"15","2004-52","-0.001641"
"21","2004-52","-0.002137"
"31","2004-52","-0.001641"
"37","2004-52","-0.002137"
"47","2004-52","-0.001641"
"53","2004-52","-0.002137"
"63","2004-52","-0.001641"
"69","2004-52","-0.002137"
"79","2004-52","-0.001641"
"85","2004-52","-0.002137"
"95","2004-52","-0.001641"
"101","2004-52","-0.002137"
"111","2004-52","-0.001641"
"117","2004-52","-0.002137"
"127","2004-52","-0.001641"
"33","2004-52","-0.002146"
"20","2004-52","-0.002121"
"5","2004-53","-0.022292"
"10","2004-53","-0.057259"
"15","2004-53","-0.024428"
"21","2004-53","-0.022292"
"31","2004-53","-0.024428"
"37","2004-53","-0.022292"
"47","2004-53","-0.024428"
"53","2004-53","-0.022292"
"63","2004-53","-0.024428"
"69","2004-53","-0.022292"
"79","2004-53","-0.024428"
"85","2004-53","-0.022292"
"95","2004-53","-0.024428"
"101","2004-53","-0.022292"
"111","2004-53","-0.024428"
"117","2004-53","-0.022292"
"127","2004-53","-0.024428"
"33","2004-53","-0.019379"
"20","2004-53","-0.027446"
"5","2005-02","-0.009726"
"10","2005-02","0.040388"
"15","2005-02","-0.006767"
"21","2005-02","-0.009726"
"31","2005-02","-0.006767"
"37","2005-02","-0.009726"
"47","2005-02","-0.006767"
"53","2005-02","-0.009726"
"63","2005-02","-0.006767"
"69","2005-02","-0.009726"
"79","2005-02","-0.006767"
"85","2005-02","-0.009726"
"95","2005-02","-0.006767"
"101","2005-02","-0.009726"
"111","2005-02","-0.006767"
"117","2005-02","-0.009726"
"127","2005-02","-0.006767"
"33","2005-02","-0.010444"
"20","2005-02","-0.008444"
"5","2005-03","0.002785"
"10","2005-03","0.001154"
"15","2005-03","0.002684"
"21","2005-03","0.002785"
"31","2005-03","0.002684"
"37","2005-03","0.002785"
"47","2005-03","0.002684"
"53","2005-03","0.002785"
"63","2005-03","0.002684"
"69","2005-03","0.002785"
"79","2005-03","0.002684"
"85","2005-03","0.002785"
"95","2005-03","0.002684"
"101","2005-03","0.002785"
"111","2005-03","0.002684"
"117","2005-03","0.002785"
"127","2005-03","0.002684"
"33","2005-03","0.003623"
"20","2005-03","0.001290"
"5","2005-04","-0.008217"
"10","2005-04","-0.012845"
"15","2005-04","-0.008502"
"21","2005-04","-0.008217"
"31","2005-04","-0.008502"
"37","2005-04","-0.008217"
"47","2005-04","-0.008502"
"53","2005-04","-0.008217"
"63","2005-04","-0.008502"
"69","2005-04","-0.008217"
"79","2005-04","-0.008502"
"85","2005-04","-0.008217"
"95","2005-04","-0.008502"
"101","2005-04","-0.008217"
"111","2005-04","-0.008502"
"117","2005-04","-0.008217"
"127","2005-04","-0.008502"
"33","2005-04","-0.008094"
"20","2005-04","-0.008436"
"5","2005-05","-0.022553"
"10","2005-05","-0.000290"
"15","2005-05","-0.021188"
"21","2005-05","-0.022553"
"31","2005-05","-0.021188"
"37","2005-05","-0.022553"
"47","2005-05","-0.021188"
"53","2005-05","-0.022553"
"63","2005-05","-0.021188"
"69","2005-05","-0.022553"
"79","2005-05","-0.021188"
"85","2005-05","-0.022553"
"95","2005-05","-0.021188"
"101","2005-05","-0.022553"
"111","2005-05","-0.021188"
"117","2005-05","-0.022553"
"127","2005-05","-0.021188"
"33","2005-05","-0.022555"
"20","2005-05","-0.022549"
"5","2005-06","0.029435"
"10","2005-06","0.046886"
"15","2005-06","0.030528"
"21","2005-06","0.029435"
"31","2005-06","0.030528"
"37","2005-06","0.029435"
"47","2005-06","0.030528"
"53","2005-06","0.029435"
"63","2005-06","0.030528"
"69","2005-06","0.029435"
"79","2005-06","0.030528"
"85","2005-06","0.029435"
"95","2005-06","0.030528"
"101","2005-06","0.029435"
"111","2005-06","0.030528"
"117","2005-06","0.029435"
"127","2005-06","0.030528"
"33","2005-06","0.033124"
"20","2005-06","0.022836"
"5","2005-08","-0.004026"
"10","2005-08","-0.007987"
"15","2005-08","-0.004277"
"21","2005-08","-0.004026"
"31","2005-08","-0.004277"
"37","2005-08","-0.004026"
"47","2005-08","-0.004277"
"53","2005-08","-0.004026"
"63","2005-08","-0.004277"
"69","2005-08","-0.004026"
"79","2005-08","-0.004277"
"85","2005-08","-0.004026"
"95","2005-08","-0.004277"
"101","2005-08","-0.004026"
"111","2005-08","-0.004277"
"117","2005-08","-0.004026"
"127","2005-08","-0.004277"
"33","2005-08","-0.006003"
"20","2005-08","-0.000441"
"5","2005-09","0.049357"
"10","2005-09","0.060647"
"15","2005-09","0.050071"
"21","2005-09","0.049357"
"31","2005-09","0.050071"
"37","2005-09","0.049357"
"47","2005-09","0.050071"
"53","2005-09","0.049357"
"63","2005-09","0.050071"
"69","2005-09","0.049357"
"79","2005-09","0.050071"
"85","2005-09","0.049357"
"95","2005-09","0.050071"
"101","2005-09","0.049357"
"111","2005-09","0.050071"
"117","2005-09","0.049357"
"127","2005-09","0.050071"
"33","2005-09","0.047751"
"20","2005-09","0.052252"
"5","2005-10","-0.019911"
"10","2005-10","-0.002062"
"15","2005-10","-0.018771"
"21","2005-10","-0.019911"
"31","2005-10","-0.018771"
"37","2005-10","-0.019911"
"47","2005-10","-0.018771"
"53","2005-10","-0.019911"
"63","2005-10","-0.018771"
"69","2005-10","-0.019911"
"79","2005-10","-0.018771"
"85","2005-10","-0.019911"
"95","2005-10","-0.018771"
"101","2005-10","-0.019911"
"111","2005-10","-0.018771"
"117","2005-10","-0.019911"
"127","2005-10","-0.018771"
"33","2005-10","-0.021413"
"20","2005-10","-0.017215"
"5","2005-11","0.005262"
"10","2005-11","0.034321"
"15","2005-11","0.007250"
"21","2005-11","0.005262"
"31","2005-11","0.007250"
"37","2005-11","0.005262"
"47","2005-11","0.007250"
"53","2005-11","0.005262"
"63","2005-11","0.007250"
"69","2005-11","0.005262"
"79","2005-11","0.007250"
"85","2005-11","0.005262"
"95","2005-11","0.007250"
"101","2005-11","0.005262"
"111","2005-11","0.007250"
"117","2005-11","0.005262"
"127","2005-11","0.007250"
"33","2005-11","0.003923"
"20","2005-11","0.007652"
"5","2005-12","-0.052121"
"10","2005-12","-0.040764"
"15","2005-12","-0.051323"
"21","2005-12","-0.052121"
"31","2005-12","-0.051323"
"37","2005-12","-0.052121"
"47","2005-12","-0.051323"
"53","2005-12","-0.052121"
"63","2005-12","-0.051323"
"69","2005-12","-0.052121"
"79","2005-12","-0.051323"
"85","2005-12","-0.052121"
"95","2005-12","-0.051323"
"101","2005-12","-0.052121"
"111","2005-12","-0.051323"
"117","2005-12","-0.052121"
"127","2005-12","-0.051323"
"33","2005-12","-0.050670"
"20","2005-12","-0.054702"
"5","2005-13","-0.019151"
"10","2005-13","-0.011187"
"15","2005-13","-0.018585"
"21","2005-13","-0.019151"
"31","2005-13","-0.018585"
"37","2005-13","-0.019151"
"47","2005-13","-0.018585"
"53","2005-13","-0.019151"
"63","2005-13","-0.018585"
"69","2005-13","-0.019151"
"79","2005-13","-0.018585"
"85","2005-13","-0.019151"
"95","2005-13","-0.018585"
"101","2005-13","-0.019151"
"111","2005-13","-0.018585"
"117","2005-13","-0.019151"
"127","2005-13","-0.018585"
"33","2005-13","-0.019803"
"20","2005-13","-0.017984"
"5","2005-14","0.007098"
"10","2005-14","0.016449"
"15","2005-14","0.007767"
"21","2005-14","0.007098"
"31","2005-14","0.007767"
"37","2005-14","0.007098"
"47","2005-14","0.007767"
"53","2005-14","0.007098"
"63","2005-14","0.007767"
"69","2005-14","0.007098"
"79","2005-14","0.007767"
"85","2005-14","0.007098"
"95","2005-14","0.007767"
"101","2005-14","0.007098"
"111","2005-14","0.007767"
"117","2005-14","0.007098"
"127","2005-14","0.007767"
"33","2005-14","0.005932"
"20","2005-14","0.009175"
"5","2005-15","0.024256"
"10","2005-15","0.042252"
"15","2005-15","0.025553"
"21","2005-15","0.024256"
"31","2005-15","0.025553"
"37","2005-15","0.024256"
"47","2005-15","0.025553"
"53","2005-15","0.024256"
"63","2005-15","0.025553"
"69","2005-15","0.024256"
"79","2005-15","0.025553"
"85","2005-15","0.024256"
"95","2005-15","0.025553"
"101","2005-15","0.024256"
"111","2005-15","0.025553"
"117","2005-15","0.024256"
"127","2005-15","0.025553"
"33","2005-15","0.021870"
"20","2005-15","0.028496"
"5","2005-16","-0.032556"
"10","2005-16","-0.027869"
"15","2005-16","-0.032213"
"21","2005-16","-0.032556"
"31","2005-16","-0.032213"
"37","2005-16","-0.032556"
"47","2005-16","-0.032213"
"53","2005-16","-0.032556"
"63","2005-16","-0.032213"
"69","2005-16","-0.032556"
"79","2005-16","-0.032213"
"85","2005-16","-0.032556"
"95","2005-16","-0.032213"
"101","2005-16","-0.032556"
"111","2005-16","-0.032213"
"117","2005-16","-0.032556"
"127","2005-16","-0.032213"
"33","2005-16","-0.030587"
"20","2005-16","-0.036035"
"5","2005-17","-0.048295"
"10","2005-17","-0.048576"
"15","2005-17","-0.048316"
"21","2005-17","-0.048295"
"31","2005-17","-0.048316"
"37","2005-17","-0.048295"
"47","2005-17","-0.048316"
"53","2005-17","-0.048295"
"63","2005-17","-0.048316"
"69","2005-17","-0.048295"
"79","2005-17","-0.048316"
"85","2005-17","-0.048295"
"95","2005-17","-0.048316"
"101","2005-17","-0.048295"
"111","2005-17","-0.048316"
"117","2005-17","-0.048295"
"127","2005-17","-0.048316"
"33","2005-17","-0.043559"
"20","2005-17","-0.056719"
"5","2005-18","-0.008404"
"10","2005-18","-0.006048"
"15","2005-18","-0.008231"
"21","2005-18","-0.008404"
"31","2005-18","-0.008231"
"37","2005-18","-0.008404"
"47","2005-18","-0.008231"
"53","2005-18","-0.008404"
"63","2005-18","-0.008231"
"69","2005-18","-0.008404"
"79","2005-18","-0.008231"
"85","2005-18","-0.008404"
"95","2005-18","-0.008231"
"101","2005-18","-0.008404"
"111","2005-18","-0.008231"
"117","2005-18","-0.008404"
"127","2005-18","-0.008231"
"33","2005-18","-0.007095"
"20","2005-18","-0.010762"
"5","2005-20","-0.044160"
